collection_id,patientID,StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID,gcs_url,md5_hash
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.84.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5543.dcm,7721462d7c213bd83fbcc81cad511c1b
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.86.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5547.dcm,51f3a808ca8d324a0a38a5e8db2a3d26
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.88.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5551.dcm,648cc0760f2c62b5d1e59911af6a1b58
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.90.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5555.dcm,035ac6a9f76c2a423f7ddc361acdb710
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.92.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5559.dcm,751f242d4c3f2b94ffd5b6ac04b9bf7d
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.94.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5563.dcm,1efa0335056abac7415df739b128ef39
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.96.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5567.dcm,2bd9e586ea45e7ee013bed25ef428b92
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.98.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5571.dcm,5f0ecbd8817f6ef6bb15f231f1fa4dd6
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.100.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5575.dcm,548fc5837930a0e46d4ec92fd1560509
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.102.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5579.dcm,356c641cef31b5f4fa5f00a97e9ad892
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.104.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5583.dcm,da0bc39f21dc2fd9ea14227014ba40f2
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.106.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5587.dcm,ef154ba47142f5aec4a7309cea79230f
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.108.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5591.dcm,2bc2cf0c84fd51d85d542f1ad583047f
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.110.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5595.dcm,179b8ee90897b5e9ecf7b8308bb97b3c
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.112.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5599.dcm,6364b6f3d4b76332e9cdbc4b0a245947
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.114.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5603.dcm,8d1ee88342035677c61d82057785bba3
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.116.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5607.dcm,7cd453c74cc659f448997d272c55ff20
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.118.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5611.dcm,98f738d0e274a6164f91460e716e057e
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.120.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5615.dcm,8b64df30b899ba73f009c0c582443099
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.122.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5619.dcm,21d086e918b3140dea0c2c3474d81b50
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.124.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5623.dcm,06f2987217bc91e0c09c93b110f621f4
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.126.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5627.dcm,1ca580b09e4e4a081147527885d35976
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.128.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5631.dcm,73179654c2726d604760492fc1a4e4de
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.130.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5635.dcm,25bbc3ebff84de6594a9f05e8714ed84
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.132.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5639.dcm,660fdb5e1bb7ee756826dad5d7b67b79
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.134.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5643.dcm,ecb24b2f699e6c78f43a5c98f57edc76
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.13.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.13.136.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf5647.dcm,305567689ec3729fb31030172e2f839b
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.2.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6395.dcm,bc562c3a89e0d5ea4dab9cab9d5a9b69
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.4.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6399.dcm,f595ff088836668bbde82e59b29b3c84
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.6.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6403.dcm,c41d3269ed6975c774bf0b550490dc4a
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.8.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6407.dcm,b61e632a6a991ed83686b18cebc116a6
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.10.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6411.dcm,25cbf9ff4d78c08b2ece507ba1d7497f
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.12.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6415.dcm,73e757880ab54ce5d7072d444cdb7ad0
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.14.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6419.dcm,8e7cf150b946682e821e7d168c7a91f9
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.16.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6423.dcm,6746cd7c4ba719fac69217171155cb92
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.18.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6427.dcm,822989e10143c22f3aaa7ad113f9a2a8
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.20.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6431.dcm,eab5fb1d90547cc5c483c8ead066c75e
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.22.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6435.dcm,6d66f21c3b27893d8a49eda7e53bb139
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.24.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6439.dcm,3797e5f90d0ac74456ecbaf029dcdacc
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.26.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6443.dcm,53a59bec531acb4c522bae4d4f50673d
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.28.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6447.dcm,91cc5ea3527b08d4c6378b7c1caa3f7f
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.30.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6451.dcm,3d1059a03fa48ecb9212027fb882a04d
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.32.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6455.dcm,c79ca3ba9e468edaf53cfa987530673a
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.34.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6459.dcm,5b7d7370d84a6ae66877edfe76fc9edb
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.36.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6463.dcm,e0350e8436faa7a4ddb45ffb71f4a0c9
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.38.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6467.dcm,b94b9ae599d65357b174dbd790c9fdb2
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.40.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6471.dcm,c72d8a71f1c69fa1721a193ee31cd4ed
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.42.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6475.dcm,0112dd42e3322883fa8b9943a2e6cacd
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.44.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6479.dcm,2dc8eb32374d0887e44d9648f9e7cbed
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.46.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6483.dcm,f3491e150acce95d6dd0fe4cafd4d738
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.48.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6487.dcm,0d5a26b29fbd90c9e8243daa4016b05a
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.50.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6491.dcm,f70fad18806775343b99cb6ffd2e3726
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.52.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6495.dcm,bd5b999868ae5629ae381fb11796e7fd
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.54.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6499.dcm,d84a28848c4b20e2ee9ee9d0735a1da7
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.56.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6503.dcm,954719d6710fee643bb1b0b76edc44fd
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.58.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6507.dcm,6bb69824cb61e169dd5743fffbc3f1af
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.60.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6511.dcm,6fa523e2dbc8446f3b52de380c4e622e
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.62.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6515.dcm,9eb813fcbd6d0e104df03b70df7cd89c
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.64.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6519.dcm,80e50ddc47af7d34c9438fa175474345
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.66.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6523.dcm,2e798882f0c277e66043f607ed0a74be
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.16.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.16.68.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf6527.dcm,979ae613f1bfaa0c620ed478261bbd3c
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.19.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.19.2.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf7380.dcm,f835168a04f5f0dede03c8a167ca00f7
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.19.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.19.4.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf7384.dcm,66caa672278e766fc41c7097aa328bb4
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.19.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.19.6.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf7388.dcm,d5db46b0907a7d7fd77c7293dd853a0b
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.19.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.19.8.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf7392.dcm,4ba6e767a63dc697d980c060d7e79537
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.19.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.19.10.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf7396.dcm,54ca5122af258b4ffa3cfc77efb09f1a
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.19.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.19.12.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf7400.dcm,ca84cf57bd373975ff5e40a5fda0d629
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.2716.1672334394.26545,1.3.6.1.4.1.5962.1.3.2716.19.1672334394.26545,1.3.6.1.4.1.5962.1.1.2716.19.14.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/mri/t2/m_vf7404.dcm,e3aefbf5450c5cbc0357118073bfba03
